title,url,best_date_,claims,country_of_owner,primary_country,secondary_countries,robot_country_codes,language_code
Helicópteros no rociarán desinfectante contra coronavirus (Covid-19),https://colombiacheck.com/index.php/chequeos/helicopteros-no-rociaran-desinfectante-contra-coronavirus-covid-19,2020-03-19,"[""Helicópteros de Fuerza aérea pulverizarán desinfectante contra coronavirus""]",CO,CO,[],"[""co""]",es
"No, Clorox and Lysol Didn’t Already ‘Know’ About New Coronavirus",https://www.factcheck.org/2020/01/no-clorox-and-lysol-didnt-already-know-about-new-coronavirus/,2020-02-01,"[""\""[T]he label of the popular Lysol already show that the product Kill the Coronavirus, so that means that this Virus is nothing new.”""]",US,US,[],"[""us""]",en
"Feira de animais mostrada em vídeo não fica na China, mas na Indonésia",https://aosfatos.org/noticias/feira-de-animais-mostrada-em-video-nao-fica-na-china-mas-na-indonesia/,2020-02-06,"[""Olha a China do coronavírus, depois reclamam, olha a bagunça que é isso... Que horror""]",BR,BR,[],"[""br"",""cn"",""in"",""es"",""id""]",pt
【錯誤】網傳「如果有環保酵素，流感和冠狀病毒來襲時，我們可以這樣做！」？,https://tfc-taiwan.org.tw/articles/2231,2020-01-31,"[""網傳「如果有環保酵素，流感和冠狀病毒來襲時，我們可以這樣做！」？""]",TW,TW,"[""CN""]","[""tw""]",zh
The Indian Health Ministry said it did not issue this 'emergency warning' via text message,https://factcheck.afp.com/indian-health-ministry-said-it-did-not-issue-emergency-warning-text-message,2020-02-06,"[""India issues emergency warning over novel coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""us"",""in""]",en
These photos have circulated since 2011 in reports about the Indian yoga guru being hospitalised after a nine-day fast,https://factcheck.afp.com/these-photos-have-circulated-2011-reports-about-indian-yoga-guru-being-hospitalised-after-nine-day,2020-03-19,"[""Indian yoga guru Swami Ramdev hospitalised after drinking cow urine in effort to prevent coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""ca"",""in"",""us""]",en
No connection between the US national elections and international pandemics,https://www.politifact.com/factchecks/2020/mar/11/facebook-posts/no-connection-between-us-national-elections-and-in/,2020-03-12,"[""“Every election year has a disease” ... SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.""]",US,US,[],"[""us""]",en
The NHS hasn’t advised people to stop shaking hands to avoid the Wuhan coronavirus,https://fullfact.org/health/nhs-hasnt-advised-people-stop-shaking-hands-avoid-wuhan-coronavirus/,2020-02-29,"[""The NHS has warned people should not shake hands to prevent the spread of the Wuhan coronavirus""]",GB,GB,[],"[""gb""]",en
Your pets almost certainly won’t give you Covid-19,https://fullfact.org/health/can-animals-catch-coronavirus-from-humans/,2020-03-12,"[""Covid-19 can be transmitted between humans and pets.""]",GB,GB,[],"[""gb""]",en
"Ce marché n'est pas celui où est apparu le coronavirus en Chine, mais un marché indonésien",https://factuel.afp.com/ce-marche-nest-pas-celui-ou-est-apparu-le-coronavirus-en-chine-mais-un-marche-indonesien,2020-01-28,"[""Le marché en Chine où le coronavirus est apparu""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr"",""id"",""cn""]",fr
No hay “ladrones disfrazados de médicos” en Cataluña que fingen hacer pruebas de coronavirus,https://www.newtral.es/coronavirus-bulo-adio-cataluna-robo/20200311/,2020-03-11,"[""Audio sobre una banda de 'ladrones disfrazados de médicos' en Cataluña que finge hacer pruebas por coronavirus para cometer robos""]",ES,ES,[],"[""es""]",es
No hay ningún paciente con coronavirus en el Hospital Militar de Maracay,https://colombiacheck.com/chequeos/no-hay-ningun-paciente-con-coronavirus-en-el-hospital-militar-de-maracay,2020-02-25,"[""En Maracay, Venezuela, hay un caso sospechoso de coronavirus covid-19""]",CO,CO,[],"[""ve"",""co""]",es
"Video ini menunjukkan para pekerja membuka bumbung yang dipenuhi kelawar di Florida, Amerika Syarikat, pada 2011",https://semakanfakta.afp.com/video-ini-menunjukkan-para-pekerja-membuka-bumbung-yang-dipenuhi-kelawar-di-florida-amerika-syarikat,2020-02-13,"[""Sarang kelawar di bawah bumbung menyebabkan penularan novel corona virus di Wuhan, China""]",FR,MY,"[""IN"",""SG"",""ID"",""HK"",""PH"",""TH""]","[""my""]",ms
The Simpsons' did not predict Tom Hanks' illness from coronavirus,https://www.politifact.com/factchecks/2020/mar/16/facebook-posts/simpsons-did-not-predict-tom-hanks-illness-coronav/,2020-03-16,"[""“‘The Simpsons' predicted Tom Hanks getting coronavirus in 2007.”""]",US,US,[],"[""us""]",en
Κίνα: Γιατρός ΔΕΝ κατέρρευσε εξαιτίας του κορωναϊού,https://www.ellinikahoaxes.gr/2020/01/27/giatros-den-katerreuse-eksaitias-tou-koronaiou/,2020-01-29,"[""Γιατρός πεθαίνει από τον κοροναϊό σε νοσοκομείο στη wuhan.""]",GR,GR,[],"[""gr""]",el
Berita hoaks mengklaim Tiongkok meminta persetujuan pengadilan untuk membunuh 20.000 pasien virus corona,https://periksafakta.afp.com/berita-hoaks-mengklaim-tiongkok-meminta-persetujuan-pengadilan-untuk-membunuh-20000-pasien-virus,2020-02-14,"[""Tiongkok meminta persetujuan pengadilan untuk membunuh 20.000 pasien virus corona""]",FR,ID,"[""MY"",""AU"",""TH"",""HK""]","[""id""]",id
Cataluña no va a convalidar los créditos a universitarios tras la suspensión de las clases por el coronavirus | Newtral,https://www.newtral.es/cataluna-creditos-convalidados-coronavirus/20200314/,2020-03-14,"[""Cataluña va a convalidar los créditos a universitarios tras la suspensión de las clases por el coronavirus""]",ES,ES,[],"[""es""]",es
100 Million Masks' - Are Homemade Masks Sufficient for COVID-19 First Responders?,https://www.truthorfiction.com/100-million-masks-are-homemade-masks-sufficient-for-covid-19-first-responders/,2020-03-20,"[""Homemade masks are sufficient against coronavirus exposure during a shortage of masks, N95 respirators, and other personal protective equipment (PPE).""]",US,US,[],"[""us""]",en
"No, en Sincelejo no han ‘confirmado’ caso de coronavirus (Covid-19)",https://www.colombiacheck.com/index.php/chequeos/no-en-sincelejo-no-han-confirmado-caso-de-coronavirus-covid-19?page=4,2020-03-17,"[""Confirmado caso de coronavirus en Sincelejo""]",CO,CO,[],"[""co""]",es
"Beber água ou chá quente mata o coronavírus, que não sobrevive a mais de 26 ºC #boato",https://www.boatos.org/saude/beber-agua-cha-quente-mata-coronavirus-nao-sobrevive-26-oc.html,2020-02-27,"[""Amigos, Trata-se de um artigo escrito por um médico pesquisador que se transferiu de Shenzen para WUHAN para estudar mais profundamente o CORONA VIRUS""]",BR,BR,[],"[""br""]",pt
La OMS no ha aconsejado “evitar tener sexo sin protección” con animales para evitar el contagio del coronavirus | Newtral,https://www.newtral.es/la-oms-no-ha-aconsejado-evitar-tener-sexo-sin-proteccion-con-animales-para-evitar-el-contagio-del-coronavirus/20200130/,2020-01-30,"[""La OMS aconseja “evitar tener sexo sin protección” con animales para evitar el contagio del coronavirus""]",ES,ES,[],"[""es""]",es
Fact Check: कोरोना के कारण घरों में बंद इटली के लोग साथ गा रहे पाकिस्तानी राष्ट्रगान?,https://navbharattimes.indiatimes.com/viral-adda/fake-news-buster/quarantined-people-in-italy-naples-did-not-sang-pakistani-national-anthem-from-their-balconies-38033/,2020-03-17,"[""कोरोना के कारण घरों में बंद इटली के लोग साथ में नहीं गा रहे पाकिस्तानी राष्ट्रगान?""]",IN,IN,[],"[""it"",""pk"",""in""]",hi
Dettol’s manufacturer denied it tested its products on the novel strain of coronavirus,https://factcheck.afp.com/dettols-manufacturer-denied-it-tested-its-products-novel-strain-coronavirus,2020-02-06,"[""The makers of Dettol knew about the coronavirus in 2019""]",FR,US,"[""CA"",""IN"",""AU""]","[""gb"",""us"",""sg"",""cn"",""hk"",""in""]",en
Fact Check: Did police publicly kill coronavirus-infected woman in China?,https://www.indiatoday.in/fact-check/story/fact-check-did-police-publicly-kill-coronavirus-infected-woman-in-china-1645123-2020-02-10,2020-02-11,"[""Woman infected with coronavirus killed by Chinese police""]",IN,IN,[],"[""cn"",""in""]",en
Nostradamus no predijo el coronavirus (Covid-19),https://colombiacheck.com/index.php/chequeos/nostradamus-no-predijo-el-coronavirus-covid-19?page=1,2020-03-18,"[""Nostradamus predijo el coronavirus Covid-19""]",CO,CO,[],"[""co""]",es
Viral image wrongly links coronavirus to 'Resident Evil' video game,https://www.politifact.com/factchecks/2020/mar/03/facebook-posts/viral-image-draws-misleading-parallel-between-coro/,2020-03-04,"[""“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”""]",US,US,[],"[""us""]",en
"And Another One, What Did Obasanjo Say About Coronavirus?",https://dubawa.org/and-another-one-what-did-obasanjo-say-about-coronavirus/,2020-03-06,"[""Viral picture message suggests Obasanjo said that there is no coronavirus in Nigeria and that the mister of health lied.""]",NG,NG,"[""GH""]","[""ng""]",en
"Non, le découvreur d’Ebola n’a jamais dit que la peau noire résistait au coronavirus",https://factuel.afp.com/non-le-decouvreur-debola-na-jamais-dit-que-la-peau-noire-resistait-au-coronavirus,2020-03-18,"[""Le professeur Jean-Jacques Muyembe a affirmé que la peau des personnes noires résiste au coronavirus""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr"",""cd""]",fr
[Fakta atau Hoaks] Benarkah Virus Corona Wuhan Sudah Ditemukan Sejak 2012 oleh Ali Mohamed Zaki?,https://cekfakta.tempo.co/fakta/590/fakta-atau-hoaks-benarkah-virus-corona-wuhan-sudah-ditemukan-sejak-2012-oleh-ali-mohamed-zaki,2020-01-31,"[""Virus Corona Wuhan sudah ditemukan sejak 2012 oleh Ali Mohamed Zaki""]",ID,ID,[],"[""cn"",""eg"",""sa"",""nl"",""us"",""id""]",id
【錯誤】網傳「北投榮總前天一個確診武漢肺炎的病人已經往生，並在昨天24小時內已經火化」？,https://tfc-taiwan.org.tw/articles/2188,2020-01-30,"[""網傳「北投榮總前天一個確診武漢肺炎的病人已經往生，並在昨天24小時內已經火化」？""]",TW,TW,"[""CN""]","[""tw""]",zh
Saudi MERS vaccine study is not related to 2020 coronavirus outbreak,https://factcheck.aap.com.au/social-media-claims/saudi-mers-vaccine-study-is-not-related-to-2020-coronavirus-outbreak,2020-01-28,"[""A post seeks to link a Saudi Arabian MERS vaccine study to the current coronavirus outbreak that originated in Wuhan, China.""]",AU,AU,[],"[""au""]",en
"Non, cette chambre n'est pas celle d'un voyageur en quarantaine au Cameroun à cause du coronavirus",https://factuel.afp.com/non-cette-chambre-nest-pas-celle-dun-voyageur-en-quarantaine-au-cameroun-cause-du-coronavirus,2020-03-20,"[""Un passager mis en quarantaine au Cameroun en raison du coronavirus dénonce ses conditions de logement""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr"",""cm""]",fr
Koronavirüsün 2018'de Venom filminde anlatıldığı iddiası,https://teyit.org/koronavirusun-2018de-venom-filminde-anlatildigi-iddiasi/,2020-01-30,"[""İDDİA: 2018 yılında çekilen Venom filminde koronavirüs anlatılıyor.""]",TR,TR,[],"[""tr"",""cn"",""my""]",tr
Will More People Die in Car Crashes This Year Than From Coronavirus?,https://factcheck.thedispatch.com/p/will-more-people-die-in-car-crashes,2020-03-16,"[""More people will die in car crashes than Coronavirus""]",US,US,[],"[""us""]",en
False: Chicken Infected With Coronavirus In Bangalore,https://www.boomlive.in/fake-news/false-chicken-infected-with-coronavirus-in-bangalore-6850,2020-02-11,"[""Coronavirus found in chicken in Bangalore""]",IN,IN,[],"[""in"",""cn""]",en
"No, Raúl Rodolfo Abhuz Khan no creó el coronavirus",https://colombiacheck.com/chequeos/no-raul-rodolfo-abhuz-khan-no-creo-el-coronavirus?page=8,2020-02-20,"[""Raúl Rodolfo Abhuz Khan ingeniero Bioquímico de Karmalah laboratories crea""]",CO,CO,[],"[""co""]",es
Bir köpeğin yeni koronavirüs nedeniyle öldüğü iddiası,https://teyit.org/bir-kopegin-yeni-koronavirus-nedeniyle-oldugu-iddiasi/,2020-03-19,"[""İDDİA: Hong Kong’da yeni koronavirüs sebebi ile ilk köpek ölümü yaşandı.""]",TR,TR,[],"[""tr"",""hk""]",tr
Manifestação de 15 de março foi criada para disseminar coronavírus entre apoiadores de Bolsonaro #boato,https://www.boatos.org/politica/manifestacao-15-de-marco-para-disseminar-coronavirus.html,2020-03-04,"[""Essa manifestação do dia 15 de março foi pensada nos porões da esquerda para disseminar o coronavírus entre os apoiadores do Bolsonaro, pois ela vai acontecer bem no auge da propagação do vírus""]",BR,BR,[],"[""br""]",pt
[SALAH] Video “Jokowi biarkan TKA CHINA yg datang dari PUSAT WABAH CORONA utk masuk & tinggal di Indonesia”,https://cekfakta.com/focus/3663,2020-03-16,"[""[SALAH] Video “Jokowi biarkan TKA CHINA yg datang dari PUSAT WABAH CORONA utk masuk & tinggal di Indonesia”""]",ID,ID,[],"[""id""]",id
【部分錯誤】媒體報導「俄國衛生部指武漢肺炎是人工病毒」？,https://tfc-taiwan.org.tw/articles/2698,2020-02-26,"[""【部分錯誤】媒體報導「俄國衛生部指武漢肺炎是人工病毒」？""]",TW,TW,"[""CN""]","[""tw""]",zh
The Indian government said there is no free mask scheme in place -- the claim was published on a fraudulent website,https://factcheck.afp.com/indian-government-said-there-no-free-mask-scheme-place-claim-was-published-fraudulent-website,2020-03-19,"[""Indian government distributing free face masks during COVID-19 pandemic""]",FR,US,"[""CA"",""IN"",""AU""]","[""in"",""us""]",en
This doctored image contains a 2015 photo of Tom Hanks and the ball in the movie 'Cast Away',https://factcheck.afp.com/doctored-image-contains-2015-photo-tom-hanks-and-ball-movie-cast-away,2020-03-12,"[""Photo shows Tom Hanks’ reunion with Wilson the volleyball while being treated for the novel coronavirus at a hospital in Australia""]",FR,US,"[""CA"",""IN"",""AU""]","[""in"",""ca"",""hk"",""au"",""us""]",en
Nostradamus no predijo el coronavirus (Covid-19),https://colombiacheck.com/chequeos/nostradamus-no-predijo-el-coronavirus-covid-19?page=14,2020-03-20,"[""Nostradamus predijo el coronavirus Covid-19""]",CO,CO,[],"[""co""]",es
No se ha confirmado caso de covid-19 en hospital San Rafael de Bogotá,https://colombiacheck.com/chequeos/no-se-ha-confirmado-caso-de-covid-19-en-hospital-san-rafael-de-bogota?page=2,2020-02-29,"[""Se confirmó primer caso de coronavirus en Bogotá en hospital San Rafael""]",CO,CO,[],"[""co""]",es
Australian Prime Minister Did Not Order A National Shutdown,https://www.boomlive.in/world/coronavirus/australian-prime-minister-did-not-order-a-national-shutdown-7286,2020-03-19,"[""Australian Prime Minister Scott Morrison to implement a nationwide shut down in an effort to curb the spread of the novel Coronavirus.""]",IN,IN,[],"[""in"",""au"",""my""]",en
Çin'de evcil hayvanların salgın kaygısıyla öldürüldüğü iddiası,https://teyit.org/cinde-evcil-hayvanlarin-salgin-kaygisiyla-olduruldugu-iddiasi/,2020-02-06,"[""İDDİA: Fotoğraflar bazı Çinlilerin koronavirüs bulaştırabilecekleri korkusuyla evcil hayvanlarını öldürmeye başladığını gösteriyor.""]",TR,TR,[],"[""tr"",""cn""]",tr
Coronavirus Rumours Hit Mumbai Hotels Westin And Fatty Bao,https://www.boomlive.in/health/coronavirus-rumours-hit-mumbai-hotels-westin-and-fatty-bao-7246,2020-03-16,"[""Westin and Fatty Baos staff has tested positive for Coronavirus""]",IN,IN,[],"[""in""]",en
World Health Organization refutes viral claims that holding your breath can test for COVID-19,https://factcheck.afp.com/world-health-organization-refutes-viral-claims-holding-your-breath-can-test-covid-19,2020-03-11,"[""Holding your breath is a test for novel coronavirus and drinking water every 15 minutes can prevent the illness""]",FR,US,"[""CA"",""IN"",""AU""]","[""in"",""us"",""bb"",""ls"",""af"",""na"",""bw"",""hk"",""ae"",""fr"",""ke"",""gb"",""mw"",""lb"",""ph"",""jm"",""ng"",""my"",""tt"",""sg"",""br"",""co"",""pk"",""ag"",""rw"",""lr"",""om"",""lk"",""zw"",""be"",""nz"",""gh"",""zm"",""sz"",""bd"",""ie"",""ca"",""au"",""za"",""bh"",""qa"",""et"",""ug"",""kw""]",en
"Όχι, ο κοροναϊός 2019-nCoV δεν είναι εργαστηριακό κατασκεύασμα",https://www.ellinikahoaxes.gr/2020/01/31/coronavirus-human-made-debunked/,2020-02-01,"[""Άρθρα που κυκλοφορούν υποστηρίζουν πως ο κοροναϊός 2019-nCoV είχε πατενταριστεί στο παρελθόν, άρα είναι ανθρώπινο κατασκεύασμα και σε αυτό εμπλέκεται το ίδρυμα Bill & Melinda Gates.""]",GR,GR,[],"[""gr""]",el
"Fake Coronavirus Cures, Part 3: Vitamin C Isn't a Shield",https://www.factcheck.org/2020/02/fake-coronavirus-cures-part-3-vitamin-c-isnt-a-shield/,2020-02-13,"[""“The coronavirus pandemic can be dramatically slowed, or stopped completely, with the immediate widespread use of high doses of vitamin C.”""]",US,US,[],"[""cn"",""us""]",en
We fact checked claims about avoiding social contact and how you wash clothes in the face of the new coronavirus,https://fullfact.org/health/coronavirus-claims-debunked/,2020-03-04,"[""The NHS recommends washing your underwear and towels at 60C or 40C with a bleach-based laundry product to prevent the spread of the new coronavirus."",""To minimise the risk of catching the new coronavirus, you should use public transport only when necessary, avoid kissing and shaking hands, and make visitors wash their hands as soon as they enter your house.""]",GB,GB,[],"[""gb""]",en
"Experts say soap and water is preferable, but high alcohol sanitiser does work",https://fullfact.org/health/coronavirus-hand-sanitiser/,2020-03-11,"[""Hand sanitiser is effective against Covid-19.""]",GB,GB,[],"[""gb""]",en
A Sagres encerrou a produção como medida preventiva devido à pandemia do Covid-19?,https://poligrafo.sapo.pt/fact-check/a-sagres-encerrou-a-producao-como-medida-preventiva-devido-a-pandemia-do-covid-19,2020-03-17,"[""Está a circular nas redes sociais a informação de que a Sagres encerr......""]",PT,PT,[],"[""pt""]",pt
Vitamin C nije lijek za koronavirus - Faktograf.hr,https://faktograf.hr/2020/02/26/vitamin-c-nije-lijek-za-koronavirus/,2020-02-27,"[""Vitamin C liječi koronavirus.""]",HR,HR,[],"[""hr"",""cn""]",hr
El coronavirus no ha llegado a Cúcuta,https://www.colombiacheck.com/chequeos/el-coronavirus-no-ha-llegado-cucuta?page=48,2020-03-16,"[""El coronavirus llega a Cúcuta""]",CO,CO,[],"[""co""]",es
No se ha confirmado caso de covid-19 en hospital San Rafael de Bogotá,https://colombiacheck.com/chequeos/no-se-ha-confirmado-caso-de-covid-19-en-hospital-san-rafael-de-bogota?page=14,2020-03-06,"[""Se confirmó primer caso de coronavirus en Bogotá en hospital San Rafael""]",CO,CO,[],"[""co""]",es
La efectividad del limpiador Pinol contra la nueva cepa de coronavirus aún no está comprobada,https://factual.afp.com/la-efectividad-del-limpiador-pinol-contra-la-nueva-cepa-de-coronavirus-aun-no-esta-comprobada,2020-02-14,"[""Tanto alboroto con el Coronavirus y la solución está en el poderosisimo Pinol Pinol""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""es"",""mx""]",es
"Non, la chaleur ne tue pas le coronavirus | Coronavirus",https://ici.radio-canada.ca/nouvelle/1675144/covid-19-chaleur-decrypteurs-trump-faux,2020-03-19,"[""Le coronavirus ne survit pas dans les climats chauds""]",CA,CA,[],"[""fr"",""ca""]",fr
آیا وزارت بهداشت کانادا گفته برای پیشگیری از کرونا آب بنوشید؟,https://factnameh.com/fact-checks/2020-02-05-coronavirus-drinking-water.html,2020-02-06,"[""وزارت بهداشت کانادا گفته برای پیشگیری از کرونا آب بنوشید.""]",CA,IR,[],"[""ir""]",fa
Médicos venezolanos que apoyarán a Italia no tienen relación con Maduro,https://www.colombiacheck.com/index.php/chequeos/medicos-venezolanos-que-apoyaran-italia-no-tienen-relacion-con-maduro,2020-03-16,"[""Italia enfrenta Covid-19 con médicos socialistas de Venezuela, Cuba y China""]",CO,CO,[],"[""it"",""cu"",""es"",""cn"",""co"",""ve""]",es
आजतक का मॉर्फ्ड स्क्रीनशॉट कोरोनावायरस से बचाव के ग़लत दावों के साथ वायरल,https://hindi.boomlive.in/fake-news/morphed-screenshots-of-aaj-tak-make-false-claims-about-coronavirus-cure-7203,2020-03-13,"[""आजतक ने दिखाया की तुलसी और नोनी का जूस पीने से कोरोनावायरस से बचाओ किया जा सकता है""]",IN,IN,[],"[""in""]",hi
"‘Coronavirus’ no ha llegado a Guaviare, ni hay un avión en cuarentena",https://www.colombiacheck.com/chequeos/coronavirus-no-ha-llegado-guaviare-ni-hay-un-avion-en-cuarentena?page=17,2020-03-07,"[""Hay un avión en cuarentena por coronavirus en Guaviare y casos en Bogotá""]",CO,CO,[],"[""co""]",es
Sun exposure does not kill the coronavirus,https://www.politifact.com/factchecks/2020/mar/11/facebook-posts/sun-exposure-does-not-kill-coronavirus/,2020-03-12,"[""\""Being exposed to the sun for two hours\"" kills the 2019 coronavirus.""]",US,US,[],"[""us""]",en
#Verificamos: É falso que Cuba fabricou uma vacina contra o novo coronavírus | Agência Lupa,https://piaui.folha.uol.com.br/lupa/2020/03/13/verificamos-cuba-vacina-novo-coronavirus/,2020-03-13,"[""Cuba anuncia que já fabricou vacina contra o coronavírus""]",BR,BR,[],"[""br"",""cn"",""ch"",""cu""]",pt
"No, Aeromexico no cancela sus vuelos a Europa por coronavirus",https://www.animalpolitico.com/elsabueso/no-aeromexico-no-cancela-sus-vuelos-a-europa-por-coronavirus/,2020-03-16,"[""Aeroméxico no cancela vuelos""]",MX,MX,[],"[""fr"",""mx"",""es"",""gb""]",es
Video de aeropuerto de CDMX no tiene que ver el COVID-19,https://www.animalpolitico.com/elsabueso/video-de-aeropuerto-saturado-coronavirus/,2020-03-17,"[""Atiborran Aeropuerto de la CDMX europeos y sudamericanos.""]",MX,MX,[],"[""mx""]",es
"No, el Hospital Virgen de la Arrixaca (Murcia) no ha pedido que les ayuden confeccionando mascarillas - Maldita.es",https://maldita.es/malditobulo/2020/03/19/hospital-virgen-arrixaca-murcia-mascarillas/,2020-03-19,"[""El Hospital Virgen de la Arrixaca (Murcia) ha pedido que les ayuden a confeccionar mascarillas para hacer frente al coronavirus""]",ES,ES,[],"[""es""]",es
Old video of Chinese pres Xi Jinping visiting mosque shared as recent amid coronavirus outbreak,https://www.altnews.in/old-video-of-chinese-pres-xi-jinping-visiting-mosque-shared-as-recent-during-coronavirus-outbreak/,2020-02-06,"[""Chinese president Xi Jinping visiting mosque during coronavirus outbreak""]",IN,IN,[],"[""in"",""cn"",""my""]",en
[Fakta atau Hoaks] Benarkah Thailand Berhasil Sembuhkan Pasien Virus Corona Wuhan dengan Ganja?,https://cekfakta.tempo.co/fakta/611/fakta-atau-hoaks-benarkah-thailand-berhasil-sembuhkan-pasien-virus-corona-wuhan-dengan-ganja,2020-02-11,"[""Thailand berhasil menyembuhkan pasien virus Corona Wuhan dengan ganja""]",ID,ID,[],"[""id"",""cn""]",id
"No, el 'ministro de Salud de Cuba, el Dr. Hala' no ha presentado a China un suero cubano que cura el coronavirus",https://maldita.es/malditobulo/2020/03/17/suero-cubano-ministro-cuba-dr-hala-cura-coronavirus/,2020-03-17,"[""China anunció oficialmente el éxito del suero cubano que el Dr. Hala, ministro de Salud de Cuba, presentó al Ministerio de Salud de China.""]",ES,ES,[],"[""es"",""cn"",""eg"",""cu""]",es
Cómo y quién debería usar mascarillas durante la pandemia de coronavirus,https://factual.afp.com/como-y-quien-deberia-usar-mascarillas-durante-la-pandemia-de-coronavirus,2020-03-15,"[""La faz azul de la mascarilla se usa contra la boca para evitar contagiarse del nuevo coronavirus""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""co"",""ec"",""pe"",""gq"",""fr"",""ve"",""bo"",""py"",""pa"",""es"",""do"",""cl"",""gt"",""sv"",""ad"",""hk"",""cr"",""hn"",""uy"",""ni"",""ar"",""pr"",""cu"",""mx""]",es
Old video falsely viral as goats infected with coronavirus in Ajmer's bakra market,https://www.altnews.in/old-video-falsely-viral-as-goats-infected-with-coronavirus-in-ajmers-bakra-market/,2020-03-19,"[""Goats in Ajmer bakra market are infected with coronavirus""]",IN,IN,[],"[""in""]",en
Is This Timeline of Trump's Coronavirus Responses Accurate?,https://www.snopes.com/fact-check/timeline-trump-covid19-responses/,2020-03-18,"[""A list documents U.S. President Donald Trump's various statements about the spread of COVID-19 coronavirus disease.""]",US,US,[],"[""cn"",""in"",""ch"",""us""]",en
[SALAH] Video 280 Jemaah Umrah Tertahan di Pesawat dan 18 Di Antaranya Positif Terinfeksi Virus Corona,https://cekfakta.com/focus/3625,2020-03-02,"[""[SALAH] Video 280 Jemaah Umrah Tertahan di Pesawat dan 18 Di Antaranya Positif Terinfeksi Virus Corona""]",ID,ID,[],"[""id""]",id
फैक्ट चेक: क्या चीन में कोरोना वायरस से पीड़ित महिला को पुलिस ने मार दिया?,https://aajtak.intoday.in/story/fact-check-china-corona-virus-police-viral-video-social-media-1-1163081.html,2020-02-12,"[""चीन की पुलिस ने कोरोनावायरस से संक्रमित महिला को मार डाला.""]",IN,IN,[],"[""in"",""cn""]",hi
Coronavirus de Wuhan no tiene relación con coronavirus canino,https://colombiacheck.com/chequeos/coronavirus-de-wuhan-no-tiene-relacion-con-coronavirus-canino,2020-02-08,"[""El coronavirus ya ha existido en mascotas y ya hay vacuna""]",CO,CO,[],"[""co""]",es
Fake US hospital letter says alcohol reduces COVID-19 risks,https://factcheck.afp.com/fake-us-hospital-letter-says-alcohol-reduces-covid-19-risks,2020-03-12,"[""Drinking alcoholic beverages prevents coronavirus infection""]",FR,US,"[""CA"",""IN"",""AU""]","[""us""]",en
Article Falsely Reports on Health of Pope Francis,https://www.factcheck.org/2020/03/article-falsely-reports-on-health-of-pope-francis/,2014-12-23,"[""Pope Francis has tested positive for the novel coronavirus.""]",US,US,[],"[""us""]",en
El falso vídeo que muestra a “médicos” que “caen” mientras operan a un paciente con coronavirus | Newtral,https://www.newtral.es/es-falso-que-este-video-muestre-medicos-que-caen-mientras-operan-a-un-paciente-con-coronavirus/20200203/,2020-02-04,"[""El vídeo que muestra a “médicos” que “caen” mientras operan a un paciente con coronavirus""]",ES,ES,[],"[""es"",""cn""]",es
Gobierno colombiano no ha dicho que cerrará frontera con Venezuela por Coronavirus,https://colombiacheck.com/chequeos/gobierno-colombiano-no-ha-dicho-que-cerrara-frontera-con-venezuela-por-coronavirus?page=3,2020-03-10,"[""Colombia cerrará la frontera con Venezuela por el Coronavirus""]",CO,CO,[],"[""co""]",es
É falso que Preta Gil cantou em bloco de rua após ser diagnosticada com Covid-19,https://aosfatos.org/noticias/e-falso-que-preta-gil-cantou-em-bloco-de-rua-apos-ser-diagnosticada-com-covid-19/,2020-03-19,"[""Não é verdade que a cantora Preta Gil tenha desfilado com seu bloco de rua no Rio de Janeiro após ser diagnosticada com coronavírus, como afirmam postagens compartilhadas nas redes sociais (veja aqui). O Bloco da Preta saiu às ruas da cidade em 16 fevereiro e seu último desfile foi no dia 1º de março, em São Paulo. A cantora recebeu o diagnóstico de Covid-19 apenas 14 dias depois. A suspeita é que a infecção tenha ocorrido no dia 7 de março, no casamento de Marcela Minelli, irmã da influenciadora digital Gabriela Pugliesi, em Itacaré (BA). Desde que foi diagnosticada, Preta Gil cancelou sua agenda de shows.""]",BR,BR,[],"[""br"",""pt"",""us""]",pt
"No, Raúl Rodolfo Abhuz Khan no creó el coronavirus",https://www.colombiacheck.com/index.php/chequeos/no-raul-rodolfo-abhuz-khan-no-creo-el-coronavirus?page=15,2020-03-17,"[""Raúl Rodolfo Abhuz Khan ingeniero Bioquímico de Karmalah laboratories crea""]",CO,CO,[],"[""co""]",es
"No, this is a magnified photo of a weevil",https://factcheck.afp.com/no-magnified-photo-weevil,2020-03-13,"[""Photos shows coronavirus magnified 2,600 times""]",FR,US,"[""CA"",""IN"",""AU""]","[""us"",""gb"",""ca""]",en
