title,url,best_date_,claims,country_of_owner,primary_country,secondary_countries,robot_country_codes,language_code
How the Utah Jazz got 58 coronavirus tests when US testing is sluggish,https://www.politifact.com/factchecks/2020/mar/13/michael-dougherty/how-utah-jazz-got-58-coronavirus-tests-when-us-tes/,2020-03-13,"[""“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”""]",US,US,[],"[""kr"",""us""]",en
Koronavirüs salgınının arkasında Gates Vakfı'nın olduğu iddiası,https://teyit.org/koronavirus-salgininin-arkasinda-gates-vakfinin-oldugu-iddiasi/,2020-02-01,"[""İDDİA: Gates Vakfı, koronavirus salgınından üç ay önce hastalığın ilacının patentini alıp, yayılma senaryosunu hazırladı.""]",TR,TR,[],"[""us"",""cn"",""tr"",""br""]",tr
"Sí, Minsalud confirmó que en Bogotá hay una paciente con Coronavirus (Covid-19)",https://www.colombiacheck.com/index.php/chequeos/si-minsalud-confirmo-que-en-bogota-hay-una-paciente-con-coronavirus-covid-19?page=1,2020-03-06,"[""Se confirmó primer caso de coronavirus Covid-19 en Bogotá y en Colombia""]",CO,CO,[],"[""co""]",es
هذه ليست صورة فوتوغرافيّة للحرم المكّي بل لمجسّم,https://factuel.afp.com/ar/This%20is%20a%20model%20of%20Mecca%20not%20a%20genuine%20photo,2020-03-06,"[""في زمن الكورونا الحرم المكيّ فارغ لساعات صباح اليوم وتوقف الطواف الذي استمر لقرون دون توقف.""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""sa""]",ar
"No, en España la policía no impidió a ciudadanos ir a misa por coronavirus",https://www.animalpolitico.com/elsabueso/espana-policia-misa-coronavirus/,2020-03-16,"[""Españolas luchan por ir a misa para reza contra el coronavirus""]",MX,MX,[],"[""mx"",""es""]",es
Novel coronavirus: misinformation circulates online about US Postal Service operations for mail bound for China and Hong Kong,https://factcheck.afp.com/novel-coronavirus-misinformation-circulates-online-about-us-postal-service-operations-mail-bound,2020-02-12,"[""The United States Postal Service (USPS) will stop accepting items destined to China and Hong Kong amid the new coronavirus outbreak""]",FR,US,"[""CA"",""IN"",""AU""]","[""us"",""hk""]",en
"‘Coronavirus’ no ha llegado a Guaviare, ni hay un avión en cuarentena",https://colombiacheck.com/chequeos/coronavirus-no-ha-llegado-guaviare-ni-hay-un-avion-en-cuarentena,2020-02-13,"[""Hay un avión en cuarentena por coronavirus en Guaviare y casos en Bogotá""]",CO,CO,[],"[""co""]",es
करॉना वायरस से देश को बचाने के लिए चीन के पीएम पहुंचे मस्जिद?,https://navbharattimes.indiatimes.com/viral-adda/fake-news-buster/chinese-pm-did-not-visit-any-mosque-to-pray-post-coronavirus-outbreak-36360/,2020-02-06,"[""नहीं, करॉना वायरस के कहर से देश को बचाने मस्जिद नहीं गए चीन के पीएम""]",IN,IN,[],"[""in"",""my"",""cn""]",hi
That ‘medical alert’ about severe Covid-19 cases in Cork due to anti-inflammatories is fake,https://fullfact.org/health/young-people-severe-coronavirus-cork/,2020-03-17,"[""There are four young people with no underlying illnesses in an intensive care unit in Cork due to Covid-19, who had all been taking anti-inflammatory drugs."",""A medical alert says to stop the use of anti-inflammatories for pain or high temperatures.""]",GB,GB,[],"[""ie"",""gb""]",en
A patent for the coronavirus spreading in Wuhan was not applied for in 2015,https://fullfact.org/online/wuhan-virus-patent-gates/,2020-01-28,"[""The coronavirus patent was applied for in 2015."",""A patent for coronavirus was granted in 2018 to the Pirbright Institute UK, founded by Bill and Melinda Gates.""]",GB,GB,[],"[""cn"",""gb""]",en
"Estados Unidos, Australia y China prueban vacunas contra el coronavirus (Covid-19)",https://colombiacheck.com/chequeos/estados-unidos-australia-y-china-prueban-vacunas-contra-el-coronavirus-covid-19?page=6,2020-03-19,"[""Estados Unidos, Australia y China tienen vacuna contra el Coronavirus lista""]",CO,CO,[],"[""co""]",es
Cuba não inventou vacina contra o coronavírus,https://noticias.uol.com.br/confere/ultimas-noticias/2020/03/14/cuba-nao-inventou-vacina-contra-o-coronavirus.htm,2020-03-14,"[""Cuba desenvolveu vacina conta o coronavírus""]",BR,BR,[],"[""br"",""cn"",""cu""]",pt
Are 38 Percent of Americans Avoiding Corona Beer Because of the Coronavirus?,https://factcheck.thedispatch.com/p/are-38-percent-of-americans-avoiding,2020-02-29,"[""38 Percent of Americans Will Not Buy Corona Beer Because of Corona Virus""]",US,US,[],"[""us""]",en
করোনাভাইরাসের প্রতিষেধক বেরিয়ে গেছে দাবিটি মিথ্যে | Viral Posts Claiming Vaccines For Coronavirus Have Been Developed Are False,https://bangla.boomlive.in/health/viral-posts-claiming-vaccines-for-coronavirus-have-been-developed-are-false-7234,2020-03-16,"[""ইজরায়েল ও সান দিয়েগো কোভিড-১৯ এর ভ্যাক্সিন উদ্ভাবন করেছে""]",IN,IN,[],"[""in""]",bn
"WHO mengatakan merokok tidak mencegah infeksi virus corona baru, tapi justru meningkatkan risiko penyakit lebih parah",https://periksafakta.afp.com/who-mengatakan-merokok-tidak-mencegah-infeksi-virus-corona-baru-tapi-justru-meningkatkan-risiko,2020-03-16,"[""Merokok dapat mencegah infeksi virus corona baru""]",FR,ID,"[""MY"",""AU"",""TH"",""HK""]","[""id""]",id
No se ha probado que el alcohol prevenga el coronavirus (Covid-19),https://colombiacheck.com/index.php/chequeos/no-se-ha-probado-que-el-alcohol-prevenga-el-coronavirus-covid-19?page=1,2020-03-18,"[""Beber alcohol previene contra el coronavirus""]",CO,CO,[],"[""co""]",es
La cocaína no combate el coronavirus,https://www.colombiacheck.com/chequeos/la-cocaina-no-combate-el-coronavirus?page=38,2020-03-16,"[""Cocaína mata el coronavirus""]",CO,CO,[],"[""co""]",es
चाइना में नमाज़ पढ़ते मुस्लिमों का चार साल पुराना वीडियो फ़र्ज़ी दावे के साथ वायरल,https://hindi.boomlive.in/fake-news/dated-video-of-chinese-muslims-praying-shared-with-false-claims-7296,2020-03-20,"[""वीडियो दावा करता है की चीन में लोग कोरोनावायरस के डर से इस्लाम कबूल कर रहे हैं|""]",IN,IN,[],"[""in""]",hi
Old images of a festival are shared in the wake of BJP leader's statement that cow dung may help cure Coronavirus,https://factly.in/old-images-of-a-festival-are-shared-in-the-wake-of-bjp-leaders-statement-that-cow-dung-may-help-cure-coronavirus/,2020-03-06,"[""Images of BJP men smearing cow dung on one another after their party leader Suman Haripriya has said that cow dung may help cure Coronavirus""]",IN,IN,[],"[""in""]",en
"Renato Ribeiro, diretor do HC, recomenda chá de erva-doce e vitamina C contra o coronavírus #boato",https://www.boatos.org/saude/renato-ribeiro-diretor-hc-recomenda-cha-erva-doce-vitamina-c-coronavirus.html,2020-02-28,"[""De: Renato Ribeiro Data: 01/28/20 16:27:24 Para: Renato Ribeiro Assunto: Coronavirus-cuidados Assunto: Coronavirus-cuidados Diretor do HC (Hospital dasClínicas)preocupado com a nova gripe, faz as seguintesrecomendações""]",BR,BR,[],"[""br""]",pt
Did President Trump Say 'People Are Dying Today That Have Never Died Before'?,https://www.snopes.com/fact-check/trump-quote-never-died-before/,2020-03-18,"[""Referring to the ongoing COVID-19 pandemic, U.S. President Donald Trump said, \""People are dying today that have never died before.\""""]",US,US,[],"[""us""]",en
COVID-19: ВОЗ заявила о пандемии коронавируса,https://factcheck.kz/health/covid-19-voz-zayavila-o-pandemii-koronavirusa/,2020-03-11,"[""ВОЗ объявила пандемию коронавируса COVID-19""]",KZ,KZ,[],"[""kz""]",ru
Kemlu mengatakan tak pernah menyediakan 1.000 tiket pulang gratis untuk WNI di luar negeri setelah wabah virus corona,https://periksafakta.afp.com/kemlu-mengatakan-tak-pernah-menyediakan-1000-tiket-pulang-gratis-untuk-wni-di-luar-negeri-setelah,2020-03-09,"[""Kemlu menyediakan 1.000 tiket gratis bagi WNI yang mau pulang ke Indonesia karena wabah virus corona""]",FR,ID,"[""MY"",""AU"",""TH"",""HK""]","[""id""]",id
Corrente engana ao indicar vitamina C e água quente com limão contra coronavírus,https://aosfatos.org/noticias/corrente-engana-ao-indicar-vitamina-c-e-agua-quente-com-limao-contra-coronavirus/,2020-03-06,"[""Por favor, use o máximo de vitamina C natural possível para fortalecer seu sistema imunológico [contra o novo coronavírus]\n\nLimão quente pode matar células cancerígenas! Corte o limão em três partes e coloque em um copo, depois despeje água quente e transforme-a em (água alcalina), beba todos os dias, definitivamente beneficiará a todos. O tratamento com esse extrato destrói apenas células malignas e não afeta células saudáveis.\n\nOlá, sou Laila Ahmadi da China, estudante da Faculdade de Ciências Médicas da Universidade de Zanjan. (...)\n\nÉ importante ter maior conhecimento da doença: o professor Chen Horin, CEO do Hospital Militar de Pequim, diz.""]",BR,BR,[],"[""br"",""cn"",""ir""]",pt
Hoax Alert: Viral 'Emergency Notification' On Coronavirus Is Fake,https://www.boomlive.in/health/hoax-alert-viral-emergency-notification-on-coronavirus-is-fake-6682,2020-01-28,"[""Ministry of Healths emergency notification to public for coronavirus""]",IN,IN,[],"[""in""]",en
"Ne, COVID-19 nije u SAD stigao vlakom - Faktograf.hr",https://faktograf.hr/2020/03/16/vagon-vlak-covid-19-teorija-zavjere/,2020-03-16,"[""Fotografija vagona s oznakom \""COVID-19\"" dokazuje da je virus namjerno dovezen u Ameriku.""]",HR,HR,[],"[""hr""]",hr
"No, China did not seek court's approval to kill over 20,000 coronavirus patients",https://www.altnews.in/no-china-did-not-seek-courts-approval-to-kill-over-20000-coronavirus-patients/,2020-02-08,"[""China seek for court’s approval to kill the over 20,000 coronavirus patients to avoid further spread of the virus""]",IN,IN,[],"[""sg"",""in"",""cn""]",en
"Ja, ein Hund in Hongkong wurde positiv auf das Coronavirus getestet",https://correctiv.org/faktencheck/2020/03/04/ja-ein-hund-in-hongkong-wurde-positiv-auf-das-coronavirus-getestet/,2020-03-04,"[""Coronavirus befällt ersten Hund""]",DE,DE,[],"[""cn"",""hk"",""de""]",de
Foto de personas tiradas en el suelo no es por coronavirus,https://colombiacheck.com/index.php/chequeos/foto-de-personas-tiradas-en-el-suelo-no-es-por-coronavirus,2020-02-04,"[""Foto de personas en China cayendo por el Coronavirus""]",CO,CO,[],"[""co""]",es
"Ruski Arbidol nije ""čudotvorni"" lijek za COVID-19, ali se ispituje - Faktograf.hr",https://faktograf.hr/2020/03/20/rusija-arbidol-lijek-covid-19/,2020-03-20,"[""Nije ni čudo da u Rusiji nema zaraženih"",""Postoji lijek za COVID-19, napravljen je u Rusiji i zove se Arbidol.""]",HR,HR,[],"[""ru"",""cn"",""cu"",""hr""]",hr
"La Policía no tiene ""entrada libre en casas y edificios"" en Málaga para identificar posibles infectados de coronavirus | Newtral",https://www.newtral.es/la-policia-no-tiene-entrada-libre-en-casas-edificios-para-identificar-posibles-infectados-coronavirus/20200317/,2020-03-17,"[""La Policía tiene entrada libre en casas y edificios en Málaga para identificar posibles infectados de coronavirus""]",ES,ES,[],"[""es""]",es
No evidence of Coronavirus in Mutton was found. There is no harm in consuming thoroughly cooked meat,https://factly.in/no-evidence-of-coronavirus-in-mutton-was-found-there-is-no-harm-in-consuming-thoroughly-cooked-meat/,2020-03-18,"[""Coronavirus was found in mutton""]",IN,IN,[],"[""in""]",en
Are pets killed because of the epidemic in China?,https://teyit.org/en/are-pets-killed-because-of-the-epidemic-in-china/,2020-02-28,"[""CLAIM: The photos show that some Chinese people have killed their pets because of the fear that they can spread the coronavirus.""]",TR,TR,[],"[""tr""]",en
"[SALAH] “WHO : Merokok, Salah satu solusi pencegahan Covid-19.”",https://cekfakta.com/focus/3641,2020-03-10,"[""[SALAH] “WHO : Merokok, Salah satu solusi pencegahan Covid-19.”""]",ID,ID,[],"[""id""]",id
"Morcegos, serpentes e cachorros são comercializados em feira na China, mostram fotos #boato",https://www.boatos.org/mundo/morcegos-serpentes-cachorros-feira-china.html,2020-02-03,"[""Morcegos, serpentes e cachorros são vendidos em feira a céu aberto na China, por isso o coronavírus existe""]",BR,BR,[],"[""br""]",pt
El nuevo coronavirus no fue patentado por el Instituto Pasteur,https://factual.afp.com/el-nuevo-coronavirus-no-fue-patentado-por-el-instituto-pasteur,2020-03-20,"[""El nuevo coronavirus fue creado en el Instituto Pasteur""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""uy"",""ad"",""cn"",""us"",""fr"",""vn""]",es
Helicópteros no rociarán desinfectante contra coronavirus (Covid-19),https://www.colombiacheck.com/chequeos/helicopteros-no-rociaran-desinfectante-contra-coronavirus-covid-19,2020-03-19,"[""Helicópteros de Fuerza aérea pulverizarán desinfectante contra coronavirus""]",CO,CO,[],"[""co""]",es
La cadena de WhatsApp que habla de 24.589 muertos como “la estadística oficial” sobre el coronavirus es falsa | Newtral,https://www.newtral.es/la-cadena-de-whatsapp-que-habla-de-24-589-muertos-como-la-estadistica-oficial-sobre-el-coronavirus-es-falsa/20200210/,2020-02-11,"[""La cadena de WhatsApp que habla de 24.589 muertos como “la estadística oficial” sobre el coronavirus""]",ES,ES,[],"[""es"",""cn"",""us""]",es
Fact Check: Donald Trump never said coronavirus vaccine is ready for use,https://www.indiatoday.in/fact-check/story/donald-trump-coronavirus-vaccine-ready-use-roche-1656674-2020-03-18,2020-03-18,"[""Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.""]",IN,IN,[],"[""in"",""us""]",en
"No, este no es el médico que detectó el coronavirus, es el actor Ken Jeong",https://colombiacheck.com/chequeos/no-este-no-es-el-medico-que-detecto-el-coronavirus-es-el-actor-ken-jeong,2020-02-04,"[""Murió Leslie Chow, el médico que detectó el virus en China""]",CO,CO,[],"[""co""]",es
The 2019 coronavirus is not a man-made combination of HIV and SARS viruses,https://www.aap.com.au/the-2019-coronavirus-is-not-a-man-made-combination-of-hiv-and-sars-viruses/,2020-02-11,"[""The 2019 novel coronavirus has triggered multiple false and misleading claims about the origins of the disease outbreak across social media. A new claim is that the potentially deadly infection is a “man-made” combination of parts of the HIV-1 virus and the SARS virus.""]",AU,AU,[],"[""au""]",en
This video has circulated online since November 2019 -- weeks before the COVID-19 outbreak,https://factcheck.afp.com/video-has-circulated-online-november-2019-weeks-covid-19-outbreak,2020-03-18,"[""Video of US residents violently panic buying during coronavirus epidemic""]",FR,US,"[""CA"",""IN"",""AU""]","[""us"",""fr"",""ae"",""hk"",""cn""]",en
Davvero la Ue «non esiste» nel contrasto al nuovo coronavirus?,https://pagellapolitica.it/dichiarazioni/8534/davvero-la-ue-non-esiste-nel-contrasto-al-nuovo-coronavirus,2020-02-25,"[""Davvero la Ue «non esiste» nel contrasto al nuovo coronavirus?""]",IT,IT,[],"[""it"",""be""]",it
"No, a Hair Dryer Won't Stop Coronavirus 17 March 2020 Fact Check A viral video",https://www.snopes.com/fact-check/hair-dryer-coronavirus/,2020-03-17,"[""Using a hair dryer to breathe in hot air can cure COVID-19 and stop its spread.""]",US,US,[],"[""us""]",en
Did ‘4 GOP Senators’ Self-Quarantine After Voting Against the...,https://www.truthorfiction.com/4-gop-senators-self-quarantine-coronavirus-bill/,2020-03-16,"[""Four Republican senators entered self-quarantine because of COVID-19 after voting against a bill helping workers affected by the disease.""]",US,US,[],"[""us""]",en
Video ini menunjukkan upacara masuk Islam di Arab Saudi pada May 2019 – beberapa bulan sebelum wabak novel koronavirus,https://semakanfakta.afp.com/video-ini-menunjukkan-upacara-masuk-islam-di-arab-saudi-pada-may-2019-beberapa-bulan-sebelum-wabak,2020-03-05,"[""Video menunjukkan orang Cina masuk Islam disebabkan wabak koronavirus""]",FR,MY,"[""IN"",""SG"",""ID"",""HK"",""PH"",""TH""]","[""my""]",ms
